"ItemNumber","Title","Category","PageFile","PagePath","HasPlaceholder","ImageSrc","ImageFileName","ImageExistsInImagesTrampt","MissingOrBrokenImage"
"1055","RON ENGLISH GIANT SCRATCH 1","Custom Toy","ron-english-giant-scratch-1-1055.html","items\ron-english-giant-scratch-1-1055.html","True","","","False","True"
"268","RON ENGLISH GIANT SCRATCH 2","Custom Toy","ron-english-giant-scratch-2-268.html","items\ron-english-giant-scratch-2-268.html","True","","","False","True"
"241","RON ENGLISH GIANT TED 1","Custom Toy","ron-english-giant-ted-1-241.html","items\ron-english-giant-ted-1-241.html","True","","","False","True"
"530","RON ENGLISH GIANT TED 2","Custom Toy","ron-english-giant-ted-2-530.html","items\ron-english-giant-ted-2-530.html","True","","","False","True"
"209","Silver Little Bigfoot","Custom Toy","silver-little-bigfoot-209.html","items\silver-little-bigfoot-209.html","True","","","False","True"
"837","Star Skull","Custom Toy","star-skull-837.html","items\star-skull-837.html","True","","","False","True"
"964","SuperFink","Custom Toy","superfink-964.html","items\superfink-964.html","True","","","False","True"
"413","TWO TON SAM (LIMITED EDITION OF 30)","Custom Toy","two-ton-sam-limited-edition-of-30-413.html","items\two-ton-sam-limited-edition-of-30-413.html","True","","","False","True"
"497","URBAN BIG FOOT CUSTOM A","Custom Toy","urban-big-foot-custom-a-497.html","items\urban-big-foot-custom-a-497.html","True","","","False","True"
"252","URBAN BIG FOOT CUSTOM B","Custom Toy","urban-big-foot-custom-b-252.html","items\urban-big-foot-custom-b-252.html","True","","","False","True"
"643","XMas Rabbbit","Custom Toy","xmas-rabbbit-643.html","items\xmas-rabbbit-643.html","True","","","False","True"
